ID,AT,V,AP,RH,EP
611,23.14,58.18,1008.89,81.82,444.51
612,7.06,41.74,1021.95,90.38,448.97
613,21.89,58.62,1016.15,74.59,450.05
614,11.32,36.18,1015.03,64.68,472.67
615,9.46,42.28,1008.67,78.16,481.95
616,4.49,40.27,1012.01,76.5,494.24
617,26.59,69.13,1009.27,73.96,430.11
618,31.95,67.17,1007.11,61.58,432.6
619,25.31,65.48,1018.31,55.57,439.72
620,21.85,69.94,1010.89,79.4,443
621,18.75,63.09,1018.19,87.84,450.98
622,26.06,58.59,1012.41,55.22,451.47
623,10.59,37.5,1013.14,81.56,471.38
624,10.39,40.22,1004.95,91.65,476.49
625,26.85,75.6,1017.43,74.55,433.48
626,13.2,45.01,1013.96,78.78,466.71
627,32.95,67.9,1005.88,45.15,425.89
628,25.06,64.63,1020.66,54.93,446.57
629,33.2,73.88,1005.67,48.48,438.12
630,22.99,46.21,1010.71,60.11,444.36
631,26.73,68.84,1010.75,66.83,440.45
632,14.27,44.34,1018.95,71.44,470.98
633,14.84,44.63,1019.28,57.37,466
634,20.72,68.61,1011.25,87.1,447.89
635,16,48.78,1013.9,88.64,458.27
636,18.36,62.1,1019.9,79.09,453.5
637,31.86,73.88,1005.6,57.68,435.91
638,28.06,70.04,1009.89,66.07,431.7
639,15.78,48.6,1007.24,84.23,460.86
640,12,39.35,1015.48,82.51,476.64
641,9.11,40.02,1031.1,83.02,479.03
642,24.28,71.98,1006.34,90.45,432.47
643,14.82,42.74,1028.04,69.81,466.34
644,5.46,40.81,1025.73,93.52,474.87
645,10.63,39.61,1020,72.42,476.99
646,11.95,40.69,1015.62,85.34,475.4
647,29.2,70.79,1004.8,63.74,425.2
648,20.97,44.63,1007.64,73.69,453.26
649,26.45,74.33,1013.81,61.7,433.16
650,18.99,62.1,1020,76.76,453.09
651,23.92,66.54,1009.93,62.37,441.9
652,17.37,58.49,1012.2,91.14,456.29
653,11.38,39.22,1018.62,57.14,473.71
654,16.79,44.6,1014.27,48.08,459.48
655,25.06,65.46,1014.37,38.82,443.03
656,24.78,50.16,1004.56,70.22,448.51
657,8.83,36.25,1028.86,85.6,478.45
658,32.72,69.75,1009.6,49.35,437.99
659,25.74,65.38,1009.6,54.34,452.94
660,24.44,73.5,1011.49,87.39,437.73
661,29.53,71.97,1008.6,79.25,434.96
662,31.25,73.5,1010.81,45.2,432.25
663,15.71,44.06,1018.34,71.69,465.05
664,22.77,69.84,1005.75,84.26,436.75
665,17.26,49.78,1007.38,100.06,453.54
666,29.19,70.32,1008.28,55.42,427.9
667,22.55,47.45,1008.65,67.9,447.42
668,13.64,34.03,1018.32,62.2,469.61
669,31.82,71.29,1008.44,41.7,431.23
670,29.03,67.79,1010.86,54.03,445.03
671,21.47,60.93,1006.46,87.83,442.75
672,9.42,41.4,1029.6,87.43,478.12
673,8.95,43.56,1015.04,81.53,485.21
674,17.36,44.63,1020.49,54.21,456.98
675,20.68,68.61,1011.2,84.81,446.33
676,11.41,40.1,1014.27,91.17,476.81
677,15.52,36.99,1006.86,89.7,467.9
678,14.89,39.82,1013.23,82.49,470.19
679,27.44,58.9,1003.86,66.74,442.19
680,22.2,57.17,1009.82,78.43,447.75
681,13.52,39.39,1012.91,84.03,474.82
682,15.3,41.76,1022.57,71.56,466.59
683,10.59,41.54,1019.94,72.52,478.74
684,14.46,45.87,1008.26,89.44,458.69
685,23.24,51.95,1006.21,78.08,448.5
686,26.85,57.19,1007.9,60.04,438.01
687,12.39,40.75,1016.05,81.91,475.96
688,15.8,41.1,1003,77.36,465.87
689,16.39,52.75,1024.42,54.61,459.48
690,10.27,42.34,1022.69,92.78,474.55
691,8.88,36.66,1026.61,76.16,480.2
692,8.41,39.16,1015.47,93.42,484.34
693,13.26,41.74,1021.89,63.32,473.44
694,32.12,69.98,1013.31,54.3,429.86
695,19.04,68.28,1004.52,86.16,444.54
696,10.07,40.92,1021.84,84.18,471.71
697,27.56,68.08,1010.8,59.18,433.95
698,6.39,35.57,1025.53,77.23,487.69
699,15.85,42.28,1007.4,82.12,467.3
700,25.9,71.73,1010.18,74.83,434.84
701,28.22,51.43,1006.06,63.72,438.43
702,11.95,42.03,1017.58,90.89,465.2
703,10.42,43.79,1016.22,90.75,474.79
704,10.45,41.01,1020.57,93.84,465.74
705,21.9,55.5,1018.85,60.27,456.52
706,9.59,38.91,1011.87,81.3,479.96
707,19.8,57.25,1010.84,88.9,451.75
708,18.95,46.21,1013.47,81.22,457.58
709,23.16,57.69,1007.91,84.7,438.29
710,5.02,45.87,1007.8,99.22,481.03
711,13.48,39.85,1012.71,58.91,475.74
712,29.87,69.13,1001.08,72.75,426.47
713,27.51,63.73,1009.97,66.14,440.81
714,16.83,46.48,1007.21,87.23,455.64
715,13.65,42.86,1015.41,87.67,471.75
716,26.32,69.71,1009.39,67.05,441.25
717,15.94,44.85,1014.29,67.57,462.54
718,25.97,43.21,1011.9,88.73,434.83
719,27.22,66.48,1004.59,52.66,436.06
720,32.55,73.03,1014.36,44.83,439.81
721,23.28,68.28,1000.79,81.35,442.04
722,21.98,55.5,1017.89,57.9,457.29
723,22.85,47.43,1008.13,66.36,448.15
724,14.72,39,1016.42,76.42,464.93
725,26.58,59.39,1014.49,65.87,439.46
726,23.34,59.14,1017.47,78.91,439.6
727,10.46,41.26,1020.65,92.24,473.76
728,7.5,38.06,1021.96,83.45,485.98
729,18.22,45.09,1013.62,75.56,454.74
730,9.29,35.77,1015.34,63.29,475.88
731,21.97,58.79,1010.93,86.7,448.8
732,18.22,58.2,1017.09,81.92,451.04
733,13.92,39.85,1012.64,68.03,473.47
734,21.04,69.48,1011.07,89.92,439.53
735,14.89,39.58,1012.26,77.58,465.95
736,6.85,37.49,1011.01,84.53,483.12
737,17.17,63.09,1020.54,95.98,446.75
738,22.01,60.84,1017.55,83.82,441.9
739,30.98,71.29,1008.78,47.7,432.99
740,34.3,74.67,1015.98,25.89,427.84
741,25.63,69.89,1015.17,77.42,434.47
742,27.07,66.93,1017.32,55.38,446.48
743,25.41,65.12,1016.01,53.39,442.86
744,19.84,65.48,1019.54,76.6,449.85
745,9.26,44.68,1023.22,91.44,478.82
746,28.55,74.33,1011.77,73.34,426.48
747,24.11,66.51,1015.35,56.01,437.21
748,31.11,69.05,1002.37,41.56,433.19
749,7.76,39.61,1021.63,80.67,488.32
750,14.48,39,1016.75,75.97,464.56
751,29.51,75.6,1017.92,50.61,431.18
752,9.98,41.01,1017.83,98.07,466.05
753,21.12,63.56,1014.16,81.42,445.9
754,20.29,49.69,1008.94,69.91,454.74
755,20.76,58.18,1007.8,99.22,449.25
756,19.81,56.65,1020.62,67.99,457.72
757,10.07,40.46,1018.65,69.2,470.99
758,30.56,69.04,1009.29,55.73,442.24
759,20.57,44.9,1008.39,62.69,456.18
760,22.92,60.37,1007.05,89.94,438.86
761,7.38,41.22,1016.47,96.29,485.73
762,28.12,58.33,1013.61,39.67,448.72
763,24.19,46.21,1010.79,62.04,440.87
764,26.61,72.43,1007.71,75.82,427.61
765,9.77,34.69,1027.72,74.98,477.51
766,10.76,44.58,1016.41,79.24,483.54
767,6.76,39.22,1013.91,77,487.08
768,11.89,40.03,1019.53,89.48,471.85
769,11.19,40.64,1020.57,84.49,472.86
770,13.23,52.72,1026.4,75.78,465.26
771,24.22,62.08,1022.53,60.79,449.11
772,12.62,40.83,1010.06,81.52,470.94
773,9.69,40.46,1019.1,71.91,472.16
774,24.41,69.48,1008.34,76.13,435.38
775,15.06,41.85,1016.78,88.23,466.72
776,13.18,52.72,1024.67,75.96,468.36
777,16.96,44.9,1020.5,77.53,458.1
778,29.12,66.56,1006.9,49.79,429.94
779,13.35,41.16,1011.32,89.12,474.57
780,32.86,68.51,1008.43,46.78,432.38
781,10.56,41.54,1019.92,78.95,479.33
782,31.59,62.7,1009.3,50.16,442.58
783,28.94,71.64,1006.59,69.24,438.96
784,25.05,58.59,1013.37,66.14,442.93
785,19.78,44.71,1015.7,29.43,465.49
786,12.72,40.6,1013.45,86.16,471.23
787,23.55,65.94,1011.76,58.44,443.98
788,18.15,41.67,1012.75,52.69,464.44
789,10.44,37.83,1006.31,97.2,474.42
790,27.37,63.73,1009.79,65.25,437.24
791,17.51,44.9,1009.05,74.91,455.01
792,12.36,37.73,1021.36,65.45,470.39
793,13.92,43.5,1021.14,88.44,461.45
794,31.74,79.74,1007.07,61.47,431.72
795,21.22,59.15,1014.68,59.71,450.96
796,23.48,66.49,1014.41,62.61,450.05
797,6.86,41.38,1021.35,90.78,487.49
798,12.47,45.01,1017.8,95.25,467.18
799,27.82,76.09,1007.83,76.07,434.52
800,21.25,66.86,1012.99,60.65,455.72
801,25.01,66.56,1004.55,82.46,434.74
802,11.48,44.6,1018.29,90.76,470.39
803,18.84,67.32,1012.63,81.89,449.21
804,11.17,44.77,1018.2,79.6,470.85
805,28.44,74.93,1013.88,52,441.52
806,14.57,44.84,1023.46,87.2,464.58
807,22.77,59.92,1009.67,94.09,437.9
808,8.64,39.69,1001.57,98.27,473.55
809,29.55,72.29,1007.94,84.45,430.98
810,17.72,50.9,1012.02,85.55,456.4
811,21.78,68.28,1001,79.3,443.24
812,15.43,39.64,1008.58,87.99,464.05
813,18.53,48.98,1014.24,74.29,452.73
814,29.35,68.31,1010.46,46.2,445.86
815,18.31,46.21,1010.46,82.15,451.75
816,24.65,52.36,1014.76,66.63,455.68
817,28.75,64.69,1007.1,60.37,437.94
818,23.87,63.94,1019.02,44.28,445.11
819,8.72,36.25,1029.31,85.73,479.94
820,6.29,40.78,1024.75,96.37,478.29
821,26.04,52.84,1005.68,65.18,439.36
822,15.85,46.18,1013.14,97.8,462.88
823,12.06,48.04,1010.01,100.13,465.63
824,15.28,44.58,1016.45,83.07,467.92
825,25.23,60.84,1017.79,56.42,442.02
826,26.43,66.48,1004.36,55.9,435.59
827,25.65,69.45,1013.95,50.42,436.24
828,27,71.25,1002.66,70.59,437.22
829,27.58,66.48,1004.82,51.23,435.34
830,11.92,40.55,1016.91,100.07,472.45
831,13.69,44.85,1016.89,79.87,470.78
832,6.38,40.07,1018.53,60.2,492.96
833,23.19,45.61,1013.18,73.46,454.62
834,22.53,74.87,1009.91,93.21,444.69
835,21.9,57.76,1017.45,66.89,449.95
836,7.62,44.71,1020.56,69.96,486.07
837,13.16,40.71,1021.99,77.91,475.87
838,9.96,41.26,1022.9,83.83,475.21
839,12.01,41.48,1017.75,66.67,469.08
840,12.38,45.09,1013.26,90.55,467.47
841,29.28,74.33,1011.66,72.37,426.53
842,13.17,38.52,1018.5,83.77,468.82
843,14.87,41.23,997.39,82.06,465.01
844,24.06,58.2,1017.46,48.04,445.91
845,15.57,38.78,1013.51,95.38,463.47
846,30.24,66.75,1017.95,55.66,435.02
847,11.77,41.06,1021.45,76.63,475.88
848,10.57,41.55,1003.62,67.89,475.6
849,17.61,56.53,1019.5,82.3,457.01
850,5.29,41.38,1020.62,83.83,492.12
851,10.02,52.75,1021.93,73.68,473.09
852,24.23,58.79,1009.8,75.75,444.01
853,19.05,62.96,1020.48,83.04,454.26
854,13.42,40.92,1022.84,75.89,458.49
855,11.21,39.85,1013.01,75.55,480.61
856,20.9,67.07,1005.43,82.85,443.46
857,9.42,39.64,1010.86,74.03,478.05
858,19.67,44.71,1015.46,31.46,464.99
859,24.53,74.78,1009.9,78.34,446.3
860,19.91,51.19,1008,90.23,449.23
861,16.33,42.44,1013.98,84.9,462.44
862,3.98,35.47,1017.22,86.53,489.64
863,20.94,68.12,1012.43,78.2,446.41
864,21.1,49.16,1006.76,86.08,442.78
865,17.51,39.54,1010.22,71.53,462.12
866,10.67,40.56,1022.39,77.92,482.36
867,18.28,60.1,1009.72,85.79,452.93
868,20.25,58.33,1013.25,68.92,448.93
869,16.31,52.75,1024.4,55.69,456.58
870,25.48,58.95,1017.02,51.16,440.42
871,18.37,44.89,1010.61,86.74,454.37
872,26.27,62.91,1011.97,48.06,447.76
873,6.81,37.49,1010.74,88.25,482.21
874,7.25,41.14,1024.99,95.85,477.45
875,6.79,39.37,1019.79,72.39,487.3
876,16.26,44.89,1010.48,86.57,456.86
877,23.3,48.78,1018.17,75.36,441.08
878,19.97,59.21,1017.87,83.46,450.41
879,20.11,57.25,1010.36,88.89,451.95
880,19.82,57.85,1011.58,97.23,447.36
881,27.58,57.19,1007.88,52.95,435.7
882,22.29,61.27,1019.05,58.23,449.81
883,13.44,39.39,1012.93,84.29,469.67
884,19.44,48.7,1008.66,94.71,444.9
885,30.07,70.04,1010.84,55.74,426.35
886,10.37,37.5,1013.19,79.25,473.1
887,29.56,70.4,1006.49,82.95,432.85
888,19.5,52.72,1025.21,50.21,457.26
889,21.99,51.19,1009.19,82.58,446.93
890,24.33,46.93,1013.51,52.63,449.07
891,22.66,68.3,1017.73,86.92,431.27
892,29.08,67.07,1005.73,57.18,435.57
893,18.32,66.51,1015.18,81.5,459.89
894,20.32,44.6,1015.16,36.35,460.21
895,7.64,42.28,1008.49,83.42,483.74
896,20.82,63.77,1014.28,86.37,448.9
897,10.45,40.71,1015.68,81.48,469.22
898,22.35,63.47,1013.21,82.52,440.11
899,18.5,46.93,1015,66.81,455.63
900,19.15,59.21,1018.41,88.9,450.26
901,16.26,38.58,1016.04,76.7,462.54
902,5.85,41.55,1001.95,99.41,484.47
903,4.99,39.04,1020.45,78.89,472.52
904,29.12,67.32,1014.21,48.8,435.2
905,17.51,41.85,1016.25,72.03,465.05
906,12.88,38.53,1010.95,87.16,466.92
907,28.84,75.6,1018.41,53.96,442.69
908,7.68,39.96,1023.73,87.48,477.84
909,25.18,47.93,1002.92,60.33,441.29
910,11.31,42.02,1001.18,94.86,471.26
911,32.31,77.95,1010.15,62.17,430.15
912,24.82,66.48,1006.4,70.21,433.62
913,18.38,55.28,1020.22,68.33,451.29
914,14.47,42.99,1009.78,91.15,469
915,24.12,62.44,1013.83,88.02,443.3
916,29.77,69.98,1013.32,69.6,430.65
917,6.4,39.9,1007.75,86.55,486.03
918,24.75,69.45,1013.97,53.49,438.28
919,17.45,50.9,1012.16,83.8,458.67
920,27.08,66.05,1017.33,54.68,439.47
921,26.65,63.78,1015.32,53.95,440.26
922,25.23,61.86,1013,76.18,441.48
923,12.35,41.38,1021.99,55.38,474.94
924,18.18,67.71,1004.5,87.26,449.24
925,31.46,70.79,1003.54,59.51,425.68
926,20.24,56.53,1020.29,77.75,455.25
927,8.02,41.92,1029.8,92.05,467.21
928,31.01,74.16,1010.89,56.52,434.64
929,23.92,71.98,1006.22,92.96,433.23
930,23.51,58.79,1016.44,65.38,445.75
931,12.32,41.62,1012.16,88.37,455.71
932,24.2,60.95,1014.82,59.42,448.43
933,10.06,39.61,1020.87,74.01,476.92
934,15.22,50.88,1014.19,100.12,460.44
935,22.59,60.32,1016.84,78.58,447.17
936,22.73,66.75,1018.13,84.06,437.93
937,22.79,68.63,1012.99,55.78,446.16
938,14.94,42.77,1018.06,75.35,460.51
939,30.21,79.74,1006.82,54.03,430.83
940,21.17,52.3,1009.36,81.51,447.5
941,23.04,74.22,1009.52,90.93,440.32
942,11.84,40.05,1014.54,86.78,473.82
943,27.47,63.78,1016.07,48.47,446.69
944,17.36,39.53,1008.28,68.87,456.57
945,13.18,40.24,1016.81,86.71,469.35
946,26.54,71.98,1005.8,91.16,431.78
947,22.44,63.86,1020,64.83,447.3
948,6.72,39.85,1011.84,84.66,489.09
949,18.09,43.72,1008.64,74.15,453.02
950,31.23,72.58,1006.61,60.8,427.58
951,21.9,47.43,1006.8,60.48,452.13
952,17.51,58.86,1016.78,83.63,453.2
953,8.66,44.68,1022.99,95.45,479.62
954,8.77,40.77,1011.54,89.58,480.56
955,23.31,60.08,1017.14,64.35,452.65
956,18.41,65.94,1010.23,84.71,452.66
957,4.27,39.64,1010.99,84.85,487.19
958,6.75,39.4,1011.28,90.84,483.77
959,25.28,70.32,1006.91,81.74,431.43
960,30.82,70.36,1006.47,58.79,439.16
961,7.01,40.72,1024,86.37,489.64
962,18.15,45.01,1013.06,72.4,455.21
963,20.9,67.71,1007.16,59.02,446.57
964,20.11,51.19,1007.82,92.06,449.03
965,15.84,41.66,1009.69,62.81,465.5
966,32.5,73.68,1014.65,55.72,427.63
967,20.47,63.07,1012.79,88.67,451.71
968,29.11,74.78,1009.6,56.93,438.75
969,22.76,49.02,1007.5,88.56,442.84
970,14.81,43.69,1017.19,71.9,470.71
971,24.23,56.89,1012.32,68.04,441.29
972,6.01,35.79,1011.26,90.72,482.79
973,21.3,48.92,1010.92,65.09,447.89
974,6.14,38.5,1012.4,75.35,489.26
975,27.01,43.77,1011.18,46.58,440.64
976,29.67,71.98,1005.16,67.75,425.14
977,24.05,64.69,1006.63,69.2,438.36
978,24.32,58.79,1016.8,65.61,442.78
979,10.59,25.36,1009.59,100.16,470.96
980,13.79,42.07,1018.27,88.06,462.25
981,7.46,41.26,1009.63,96.51,482.83
982,15.03,43.71,1025.07,83.25,463.12
983,14.13,41.23,994.6,93.02,467.84
984,8.47,41.26,1020.57,91.28,477.14
985,21.89,45.38,1014.42,68.95,459.45
986,28.53,66.51,1015.9,40.68,436.16
987,31.23,75.08,1004.93,46.19,439.14
988,11.42,40.43,1025.5,75.85,490.02
989,28.28,61.86,1012.07,64.49,439.65
990,20.53,65.06,1016.69,73.47,446.64
991,23.29,62.91,1013.35,68.25,444.61
992,20.68,63.86,1015.73,74.36,447.84
993,20.99,50.12,1008.82,95.97,448.07
994,19.2,54.2,1011.46,84.44,450.75
995,22.49,62.96,1020.21,78.99,447.48
996,27.86,61.5,1009.23,46.19,439.49
997,8.21,38.91,1015.82,88.99,481.32
998,7.91,41.79,1021.86,54.92,479.02
999,22.25,60.84,1018.07,73.67,443.99
1000,20.74,58.2,1017.54,70.66,450.4
1001,20.99,67.07,1005.17,82.41,442.02
1002,26.78,73.06,1007.99,90.47,433.25
1003,27.39,69.14,1008.82,78.35,435.22
1004,8.68,39.61,1021.54,77.98,486.31
1005,10.07,39.66,1015.37,83.78,479.64
1006,30.34,75.08,1005.32,52.97,437.26
1007,17.32,41.67,1013.23,68.07,462.74
1008,16.64,39.64,1008.7,81.79,463.49
1009,26.74,49.02,1008.18,67.59,438.06
1010,22.75,59.39,1015.4,81.41,440.26
1011,25.6,58.46,1016.34,66.6,441.88
1012,32.67,67.83,1007.81,42.16,425.75
1013,26.52,73.21,1002.3,95.38,437.02
1014,25.16,60.23,1011.21,68.31,444.98
1015,28.62,70.94,1007.38,53,432.71
1016,24.47,58.05,1011.27,71.7,446.93
1017,11.46,38.91,1012.34,77.37,477.5
1018,10.26,39.13,1010.94,87.78,474.16
1019,13.42,42.86,1013.88,85.13,473.27
1020,17.34,44.78,1007.81,56.38,454.97
1021,16.21,41.23,995.88,80,463.09
1022,6.33,39.33,1012.06,93.16,492.22
1023,31.79,76.2,1007.89,56.3,434.01
1024,21.05,63.09,1016.49,91.23,447.45
1025,29.81,73.67,1005.6,60.91,430.67
1026,26.31,66.48,1005.93,63.9,432.89
1027,22.28,59.92,1009.36,95.38,437.85
1028,20.24,58.41,1013.73,99.59,449.49
1029,10.46,41.06,1021.41,82.34,481.47
1030,15.7,42.99,1007.51,76.05,464.59
1031,12.8,41.16,1022.43,86.19,462.72
1032,25.79,67.17,1007.89,81.38,440.75
1033,7,39.81,1017.47,87.65,484.51
1034,21.52,46.21,1010.62,67.62,449.08
1035,14.66,47.83,1006.15,91.98,461.46
1036,26.35,64.05,1009.81,81.24,433.63
1037,28.46,73.67,1005.67,71.21,429.15
1038,24.35,58.79,1010.13,72.1,448.19
1039,17.95,59.15,1012.73,84.27,449.14
1040,25.87,47.01,1014.67,61.87,452.32
1041,20.71,58.79,1017.48,86.67,444.39
1042,30.49,70.32,1011.34,66.33,434.76
1043,25.86,59.07,1008.59,81.28,440.9
1044,21.79,46.21,1012.89,72,449.99
1045,21.86,64.45,1015.83,63.36,457.8
1046,26.75,69.45,1013.88,53.65,434.57
1047,23.87,50.39,1012.96,76.05,452.59
1048,26.01,74.33,1015.69,81.22,435.82
1049,24.29,63.57,1010.29,87.3,443.28
1050,18.24,58.46,1017.38,86.92,449.63
1051,26.48,68.14,1004.83,55.96,432.19
1052,11.89,40.64,1021.29,97.16,476.99
1053,29.39,71.14,1010.97,53.88,430.5
1054,8.74,40.03,1016.81,93.37,481.07
1055,27.54,66.93,1017.06,55.2,450.22
1056,15.62,35.4,1016.19,53.95,467.95
1057,26.52,71.64,1008.27,75.3,437.76
1058,25.72,70.47,1010.44,70.57,434.94
1059,26.59,60.96,1011.9,52.41,439.77
1060,10.05,41.58,1021.35,95.19,469.03
1061,10.27,41.44,1017.04,77.09,479.3
1062,22.69,65.18,1012.47,80.9,441.18
1063,12.99,43.8,1023.16,64.65,466.95
1064,13.48,39.35,1014.56,81.25,470.66
1065,24.46,68.61,1011.02,76.66,440.58
1066,10.47,43.14,1010.35,86.86,476.55
1067,23.69,77.54,1009.32,89.7,440.21
1068,11.57,41.38,1021.71,61.49,473.94
1069,16.73,45,1023.44,60.68,467.08
1070,24.23,49.3,1003.61,74.44,440.65
1071,32.25,77.54,1010.46,54.57,430.86
1072,14.82,44.58,1020.13,74.88,473.17
1073,24.01,46.93,1013.3,52.24,448.35
1074,13.08,43.14,1019.39,99.74,467.06
1075,10.84,39.18,1023.64,87.1,474.49
1076,19.15,56.53,1019.95,84.1,456.4
1077,28.21,70.02,1010.58,51.34,442.47
1078,9.22,40.92,1021.83,85.43,474.51
1079,27.14,71.32,1007.8,87.99,431.96
1080,29.25,67.32,1013.88,38.57,437.94
1081,7.19,38.91,1016.53,88.61,486.05
1082,30.96,69.82,1009.6,51.55,438.74
1083,21.17,58.16,1017.16,68.11,452.02
1084,12.32,43.69,1016.26,83.18,471.6
1085,15.4,38.73,1000.67,79.71,469.18
1086,4.43,38.91,1019.04,88.17,491.9
1087,27.24,44.89,1009.61,51.89,442.84
1088,7.19,39.4,1011.45,90.65,483.04
1089,28.6,61.86,1011.86,62.13,439.74
1090,17.7,48.98,1015.79,83.18,454.41
1091,22.8,69.23,1011.8,76.95,439.3
1092,21.02,61.5,1008.52,77.74,448.08
1093,25.47,65.34,1015.3,50.31,445.39
1094,13.02,45.51,1015.24,80.05,468.46
1095,22.8,49.16,1006.4,77.05,439.65
1096,23.95,60.37,1004.96,79.48,440.9
1097,30.69,74.16,1012.71,60.89,435.17
1098,34.61,73.03,1013.61,36.91,438.56
1099,29.23,75.6,1017.72,52.26,438.92
1100,25.78,59.15,1013.61,66.68,441.71
1101,26.51,70.32,1010.3,57.4,431.82
1102,19.31,43.56,1013.65,41.54,463.35
1103,19.75,54.2,1011.43,83.5,448.89
1104,21.82,63.9,1014.48,92.53,447.29
1105,22.35,65.61,1016.27,73.93,448.41
1106,4.93,35.19,1018.04,92.94,486.39
1107,4.62,38.44,1016.09,73.14,486.84
1108,27.96,77.24,1007.23,78.51,433.35
1109,18.37,51.86,1018.8,74.3,461.14
1110,29.93,71.85,1008.43,66.64,426.82
1111,15.29,41.1,1005.75,85.53,467.99
1112,32.74,68.31,1010.23,41.29,441.66
1113,15.4,41.16,1005.34,80.22,465.16
1114,23.09,51.19,1009.4,81.61,443.22
1115,28.51,70.02,1010.58,54.68,441.66
1116,24.56,58.82,1011.42,72.47,442.76
1117,26.75,60.96,1012.05,56.77,447.93
1118,23.27,68.28,1005.01,74.83,444.86
1119,17.46,62.1,1019.96,83.99,451.06
1120,14.42,44.88,1019.35,59.17,462.72
1121,27.99,69.89,1013.94,51.25,435.79
1122,19.09,43.14,1012.34,45.75,463.3
1123,31.86,69.59,1008.61,59.74,435.72
1124,19.05,44.06,1017.02,73.76,454.28
1125,13.83,39.64,1012.52,69.97,472.95
1126,6.9,40.71,1021.78,94.8,471.43
1127,25.72,59.21,1012.37,66.62,437.72
1128,30.17,75.08,1005.17,55.89,438.89
1129,21.41,50.32,1008.61,84.47,443.63
1130,17.48,49.39,1021.51,84.53,460.01
1131,26.64,62.44,1011.81,72.46,438.67
1132,22.1,71.29,1008.2,75.38,442.35
1133,20.76,70.72,1009.73,89.04,448.85
1134,26.6,61.41,1012.35,54.42,451.4
1135,16.02,39.54,1007.73,72.81,466.15
1136,25.17,68.08,1012.83,60.87,437.01
1137,21.38,65.12,1015.73,68.02,448.5
1138,23.76,58.82,1011.75,77.34,444.57
1139,17.53,50.66,1012.74,91.51,457.28
1140,26.94,62.91,1011.68,41.3,449.1
1141,9.47,36.54,1007.93,77.65,475.48
1142,16.39,41.96,1011.7,94.85,463.99
1143,14.67,42.28,1007.21,65.17,469.02
1144,31.07,64.96,1005.2,58.93,428.63
1145,17.35,39.72,1003,64.62,459.83
1146,12.58,39.72,1017.85,57.74,471.24
1147,6.25,39.64,1010.98,83.45,483.43
1148,10.45,39.69,1003.92,89.45,472.54
1149,11.43,44.78,1013.43,82.45,471.09
1150,24.84,71.73,1009.84,82.41,436.36
1151,13.67,38.53,1009.3,81.85,470.39
1152,24.8,65.48,1018.56,62.05,442.02
1153,8.23,43.79,1016.11,82.11,484.67
1154,10.22,37.83,1005.94,93.53,471.79
1155,26.2,65.18,1011.42,47.82,440.07
1156,22.72,69.84,1005.96,83.9,436.7
1157,19.46,47.03,1013.9,88.86,460.57
1158,13.57,39.39,1014.01,82.12,471.44
1159,18.55,43.69,1016.84,47.95,465.2
1160,23.05,62.52,1016.5,65.65,449.98
1161,14.67,45.01,1014.28,67.91,460.47
1162,33.45,73.88,1006.23,44.14,435.48
1163,14.66,43.13,1014.97,46.31,467.87
1164,13.6,41.2,1015.92,85.05,467.42
1165,26.98,74.78,1009.77,69.54,442.28
1166,21.41,59.43,1010.27,74.54,442.85
1167,23.47,60.77,1017.19,75.36,444.46
1168,25.28,71.94,1006.73,86.69,432.26
1169,6.14,39.4,1011.21,90.87,485.94
1170,13.66,41.67,1013.43,80.56,469.17
1171,27.47,70.72,1009.97,74.62,443.25
1172,10.42,41.46,1021.04,89.16,479.24
1173,31.04,68.31,1010.54,42.74,441.56
1174,16.28,42.99,1007.5,77.27,464.13
1175,20.66,41.54,1014.68,79.7,461.55
1176,16.69,53.82,1015.39,63.62,458.96
1177,29.04,76.09,1007.52,75.44,430.32
1178,6.18,41.55,1001.58,98.79,484.87
1179,24.65,71.98,1006.46,91.11,431.77
1180,6.53,42.85,1012.65,91.6,480.98
1181,20.61,60.1,1010.84,80.57,450.46
1182,28.68,73.77,1004.72,87.01,431.66
1183,15.63,40.56,1018.68,59.44,472.15
1184,25.77,63.31,1012.76,65.98,439.98
1185,21.7,64.44,1014.95,73.33,448.51
1186,13.32,44.9,1007.72,78.64,466.3
1187,13.09,54.3,1017.61,82.38,471
1188,14.1,42.74,1026.92,67.25,466.1
1189,15.27,39.54,1010.64,81.91,464.49
1190,20.58,50.78,1008.87,91.18,445.03
1191,17.33,53.16,1013.16,82.93,460.67
1192,22.06,64.15,1021.07,68.66,451.44
1193,27.59,71.97,1008.64,88.22,437.33
1194,24.77,69.71,1009.86,85.56,441.29
1195,31.19,68.3,1014.86,39.1,430.48
1196,22.2,44.05,1007.34,75.13,445.32
1197,24.27,63.87,1018.88,53.96,420.26
1198,13.67,44.92,1023.6,85.35,467.71
1199,27.22,68.3,1016.84,64.88,436.81
1200,15.7,44.21,1021.26,86.83,462.19
1201,32,71.85,1008.44,53.59,427.95
1202,23.74,65.34,1013.7,62.9,447.31
1203,11.34,43.67,1011.54,87.95,472.77
1204,20.87,63.31,1012.27,79.51,446.7
1205,33.67,80.18,1010.83,60.87,431.99
1206,3.82,35.47,1016.62,84.34,489.04
1207,22.11,59.8,1016.86,70.14,450.62
1208,15.93,52.75,1024.57,58.71,457.92
1209,21.97,58.12,1015.29,77.47,449.6
1210,24.44,59.14,1016.74,71.82,443.5
1211,23.9,61.47,1009.01,81.05,438.73
